1493596800000,18894
1496275200000,26474
1498867200000,28105
1501545600000,18372
1504224000000,15704
1506816000000,17399
1509494400000,14936
1512086400000,16615
1514764800000,26187
1517443200000,22396
1519862400000,20136
1522540800000,19144
1525132800000,18850
1527811200000,19395
1530403200000,18427
1533081600000,15640
1535760000000,17401
1538352000000,13437
1541030400000,14965
1543622400000,15621
1546300800000,17839
1548979200000,16077
1551398400000,18176
1554076800000,16260
1556668800000,59917
1559347200000,14938
1561939200000,15557
1564617600000,17810
1567296000000,14532
1569888000000,13906
1572566400000,13514
1575158400000,17228
1577836800000,21532
1580515200000,34298
1583020800000,37034
1585699200000,30086
1588291200000,25391
1590969600000,24463
1593561600000,19471
1595116800000,19115
1595203200000,18738
1595289600000,18455
1595376000000,17480
1595462400000,17958
1595548800000,17652
1595635200000,17815
1595721600000,18687
1595808000000,18140
1595894400000,17882
1595980800000,17230
1596067200000,17564
1596153600000,16831
1596240000000,17153
1596326400000,18172
1596412800000,17557
1596499200000,17192
1596585600000,16721
1596672000000,17101
1596758400000,16198
1596844800000,16204
1596931200000,16866
1597017600000,16513
1597104000000,15828
1597190400000,15886
1597276800000,17254
1597363200000,16934
1597449600000,16916
1597536000000,17500
1597622400000,16783
1597708800000,16777
1597795200000,15844
1597881600000,16498
1597968000000,16288
1598054400000,16732
1598140800000,17537
1598227200000,17093
1598313600000,16745
1598400000000,16905
1598486400000,18118
1598572800000,18104
1598659200000,18441
1598745600000,18362
1598832000000,18551
1598918400000,18326
1599004800000,20242
1599091200000,20771
1599177600000,21098
1599264000000,21679
1599350400000,22709
1599436800000,22953
1599523200000,21898
1599609600000,20332
1599696000000,21025
1599782400000,20635
1599868800000,20930
1599955200000,21854
1600041600000,20941
1600128000000,20716
1600214400000,19987
1600221656000,15700
1600225239000,15310
1600228855000,14502
1600232433000,13846
1600236055000,13337
1600239638000,12824
1600243236000,10521
1600246839000,4970
1600250450000,4279
1600254031000,3763
1600257679000,5355
1600261215000,12253
1600264811000,14676
1600268444000,16165
1600272081000,17606
1600275631000,19084
1600279280000,19481
1600282852000,19987
1600286494000,19829
1600290096000,19118
1600293652000,18348
1600297283000,17461
1600300853000,17419
1600304473000,16734
1600308016000,16189
1600311614000,15854
1600315212000,15301
1600318856000,14747
1600322456000,14469
1600326034000,14556
1600329647000,14630
1600333226000,14911
1600336811000,15344
1600340429000,15673
1600344022000,15996
1600347640000,16736
1600351225000,17623
1600354836000,18209
1600358473000,18928
1600362113000,19813
1600365613000,20248
1600369223000,20342
1600372855000,20455
1600376422000,19552
1600380019000,18407
1600383681000,17453
1600387256000,16951
1600390818000,16267
1600394487000,15729
1600398014000,15503
1600401628000,14938
1600405212000,14545
1600408812000,14272
1600412416000,14416
1600416024000,14560
1600419613000,14862
1600423247000,15410
1600426816000,15738
1600430450000,16166
1600434051000,16841
1600437677000,17482
1600441214000,18095
1600444813000,18673
1600448470000,19221
1600452094000,19496
1600455615000,19650
1600459234000,19525
1600462852000,19171
1600466494000,18592
1600470025000,17839
1600473616000,17171
1600477228000,16557
1600480884000,15937
1600484456000,15439
1600488076000,14926
1600491635000,14675
1600495212000,14604
1600498854000,14740
1600502413000,15074
1600506058000,15654
1600509675000,16274
1600513221000,16881
1600516882000,17283
1600520431000,17737
1600524044000,18305
1600527634000,18646
1600531259000,18930
1600534856000,19463
1600538421000,19706
1600542079000,19806
1600545633000,19910
1600549295000,19803
1600552856000,19218
1600556492000,18375
1600560059000,17804
1600563655000,17024
1600567286000,16320
1600570887000,15753
1600574438000,15280
1600578092000,15040
1600581651000,14891
1600585257000,15165
1600588833000,15598
1600592427000,16352
1600596071000,17269
1600599655000,17721
1600603241000,18259
1600606831000,18829
1600610493000,20081
1600614035000,19819
1600617628000,20090
1600621219000,20617
1600624838000,20635
1600628425000,20535
1600632056000,20348
1600635693000,20056
1600639280000,18691
1600642840000,17614
1600646452000,17333
1600650102000,16616
1600653631000,15750
1600657283000,15266
1600660871000,14617
1600664458000,14295
1600668047000,14088
1600671648000,14224
1600675218000,14355
1600678827000,14614
1600682449000,15074
1600686054000,15325
1600689613000,15708
1600693297000,16384
1600696937000,17321
1600700437000,17922
1600704023000,18606
1600707668000,19478
1600711226000,19990
1600714825000,20043
1600718476000,19683
1600722094000,19006
1600725655000,18011
1600729259000,17038
1600732829000,16600
1600736459000,16039
1600740029000,15498
1600743616000,15058
1600747219000,14606
1600750833000,14306
1600754421000,14016
1600758026000,14106
1600761657000,14217
1600765232000,14580
1600768850000,14970
1600772424000,15151
1600776049000,15708
1600779676000,16383
1600783254000,17126
1600786854000,17645
1600790418000,18413
1600794058000,19145
1600797652000,19549
1600801288000,19678
1600804884000,19496
1600808480000,18673
1600812032000,17942
1600815617000,0
1600819267000,16624
1600822829000,16076
1600826443000,15461
1600830032000,15087
1600833614000,14295
1600837223000,13664
1600840856000,13147
1600844419000,12784
1600848049000,7520
1600851646000,5210
1600855229000,4492
1600858812000,3904
1600862423000,4711
1600866035000,11596
1600869674000,13840
1600873292000,15166
1600876854000,16280
1600880440000,17983
1600884036000,18384
1600887679000,18597
1600891273000,18683
1600894825000,18285
1600898454000,17548
1600902013000,16965
1600905698000,16931
1600909256000,16100
1600912812000,15563
1600916417000,15077
1600920029000,14548
1600923691000,14134
1600927252000,13938
1600930839000,14095
1600934433000,14280
1600938017000,14636
1600941641000,14977
1600945250000,15162
1600948826000,15627
1600952486000,16111
1600956040000,17012
1600959655000,17679
1600963234000,18217
1600966879000,18895
1600970426000,19263
1600974100000,19205
1600977620000,19031
1600981292000,18337
1600984875000,17536
1600988467000,16679
1600992012000,16334
1600995677000,15772
1600999236000,15332
1601002818000,15195
1601006418000,14615
1601010027000,14298
1601013638000,13959
1601017245000,13996
1601020843000,14238
1601024455000,14607
1601028029000,15057
1601031657000,15290
1601035271000,15683
1601038888000,16352
1601042524000,17082
1601046017000,17549
1601049640000,18055
1601053272000,18755
1601056836000,18830
1601060423000,18879
1601064019000,18847
1601067640000,18569
1601071245000,18034
1601074812000,17188
1601078454000,16799
1601082026000,16101
1601085648000,15460
1601089235000,15054
1601092837000,14570
1601096437000,14326
1601100050000,14335
1601103644000,14563
1601107249000,14902
1601110854000,15443
1601114469000,16216
1601118080000,16574
1601121679000,17042
1601125253000,17702
1601128834000,18196
1601132421000,18478
1601136035000,18727
1601139654000,19209
1601143288000,19259
1601146840000,19294
1601150415000,19218
1601154035000,18978
1601157625000,18444
1601161258000,17878
1601164814000,17486
1601168450000,16699
1601172043000,15910
1601175650000,15374
1601179251000,14913
1601182854000,14632
1601186445000,14471
1601190049000,14723
1601193612000,15041
1601197229000,15910
1601200877000,16885
1601204475000,17492
1601208074000,17950
1601211684000,18519
1601215227000,19633
1601218844000,19164
1601222481000,19360
1601226029000,20163
1601229634000,19960
1601233237000,19847
1601236831000,19654
1601240473000,19354
1601244056000,18077
1601247617000,17056
1601251245000,16776
1601254858000,15905
1601258421000,15212
1601262014000,14733
1601265624000,14128
1601269241000,13805
1601272821000,13587
1601276430000,13674
1601280053000,13864
1601283647000,14202
1601287238000,14599
1601290813000,14807
1601294455000,15228
1601298036000,15876
1601301673000,16576
1601305225000,16957
1601308833000,17691
1601312431000,18327
1601316076000,18682
1601319646000,18570
1601323256000,18337
1601326843000,17553
1601330437000,16730
1601334095000,15802
1601337699000,15497
1601341269000,15028
1601344846000,14494
1601348419000,14152
1601352035000,13524
1601355626000,13212
1601359276000,12948
1601362845000,12953
1601366413000,11567
1601370042000,6260
1601373616000,5490
1601377221000,10631
1601380825000,11917
1601384493000,13171
1601388035000,14149
1601391653000,15089
1601395241000,15971
1601398876000,16797
1601402484000,17300
1601406033000,17474
1601409702000,17464
1601413260000,16772
1601416832000,16071
1601420470000,15350
1601424096000,15231
1601427616000,14688
1601431248000,14245
1601434837000,14081
1601438412000,13420
1601442037000,13081
1601445616000,12728
1601449251000,12870
1601452832000,12795
1601456422000,13087
1601460015000,13323
1601463679000,13619
1601467258000,14040
1601470858000,14764
1601474434000,15548
1601478084000,16178
1601481625000,16944
1601485271000,18151
1601488852000,17949
1601492477000,17881
1601496033000,17640
1601499697000,17093
1601503272000,16190
1601506837000,15418
1601510457000,15485
1601514012000,14643
1601517656000,14171
1601521276000,13803
1601524875000,13381
1601528457000,13072
1601532048000,12970
1601535611000,13136
1601539243000,13352
1601542813000,13543
1601546445000,13844
1601550032000,14087
1601553652000,14425
1601557268000,14972
1601560847000,15732
1601564411000,16239
1601568034000,16829
1601571636000,17422
1601575254000,17674
1601578835000,17649
1601582484000,17404
1601586033000,16749
1601589657000,15805
1601593256000,15056
1601596820000,14712
1601600434000,14375
1601604022000,13952
1601607627000,13753
1601611257000,13189
1601614823000,12820
1601618454000,12685
1601622047000,12809
1601625641000,13029
1601629219000,13322
1601632848000,13708
1601636455000,13969
1601640018000,14273
1601643643000,14851
1601647241000,15494
1601650880000,15874
1601654480000,16399
1601658031000,16921
1601661698000,17144
1601665237000,17259
1601668862000,17084
1601672424000,16740
1601676054000,16221
1601679636000,15514
1601683237000,15058
1601686840000,14369
1601690426000,13883
1601694045000,13530
1601697654000,13126
1601701234000,12878
1601704847000,12840
1601708453000,13053
1601712017000,13505
1601715624000,14182
1601719215000,14810
1601722877000,15253
1601726493000,15590
1601730018000,16045
1601733693000,16450
1601737299000,16556
1601740833000,16787
1601744490000,17083
1601748019000,17098
1601751636000,17085
1601755276000,17097
1601758899000,16835
1601762418000,16395
1601766057000,15843
1601769678000,15197
1601773271000,14529
1601776830000,13954
1601780428000,13552
1601784030000,13186
1601787634000,13002
1601791246000,12878
1601794834000,13117
1601798434000,13479
1601802020000,14191
1601805616000,14972
1601809254000,15406
1601812891000,15755
1601816490000,16327
1601820033000,17476
1601823635000,16951
1601827236000,17161
1601830857000,17811
1601834487000,17695
1601838085000,17681
1601841623000,17419
1601845299000,17175
1601848882000,15852
1601852492000,14837
1601856054000,14662
1601859657000,14073
1601863259000,13555
1601866875000,13154
1601870458000,12649
1601874042000,12460
1601877659000,12308
1601881246000,12477
1601884844000,12622
1601888430000,12971
1601892024000,13337
1601895619000,13621
1601899257000,13838
1601902851000,14288
1601906459000,14959
1601910072000,15444
1601913685000,16064
1601917284000,16625
1601920857000,16856
1601924485000,16907
1601928023000,16542
1601931688000,15979
1601935237000,15252
1601938849000,14498
1601942415000,14158
1601946033000,13736
1601949656000,13459
1601953229000,13017
1601956816000,12611
1601960456000,12400
1601964018000,12318
1601967612000,12341
1601971249000,12579
1601974827000,12932
1601978443000,13302
1601982013000,13469
1601985645000,13784
1601989225000,14235
1601992873000,14839
1601996415000,15287
1602000053000,15881
1602003677000,16482
1602007254000,16626
1602010826000,16543
1602014472000,16454
1602018035000,15718
1602021676000,14934
1602025250000,14140
1602028886000,13407
1602032451000,13552
1602036042000,13055
1602039635000,12769
1602043218000,12174
1602046859000,11563
1602050446000,11282
1602054054000,10899
1602057629000,8568
1602061224000,4984
1602064847000,4286
1602068435000,3675
1602072026000,3706
1602075676000,11154
1602079257000,12877
1602082874000,14202
1602086485000,15429
1602090021000,16761
1602093627000,17071
1602097233000,17319
1602100890000,17137
1602104416000,16676
1602108016000,15822
1602111644000,15153
1602115256000,14914
1602118845000,14236
1602122434000,13780
1602126054000,13384
1602129621000,12919
1602133220000,12672
1602136825000,12591
1602140434000,12765
1602144032000,13058
1602147635000,13420
1602151257000,13743
1602154870000,13954
1602158422000,14243
1602162058000,14724
1602165684000,15349
1602169231000,15970
1602172886000,16548
1602176453000,17234
1602180070000,17478
1602183682000,17589
1602187291000,17359
1602190817000,16771
1602194413000,15907
1602198056000,14808
1602201614000,14788
1602205218000,14309
1602208836000,13904
1602212420000,13663
1602216052000,13049
1602219691000,12797
1602223241000,12689
1602226814000,12778
1602230450000,12930
1602234046000,13262
1602237631000,13774
1602241236000,13964
1602244889000,14400
1602248434000,15044
1602252059000,15636
1602255670000,16041
1602259282000,16549
1602262880000,17123
1602266436000,17385
1602270099000,17652
1602273674000,17874
1602277241000,17508
1602280885000,16867
1602284490000,16099
1602288082000,15605
1602291622000,14982
1602295234000,14410
1602298834000,13886
1602302423000,13387
1602306047000,13157
1602309627000,12964
1602313215000,13190
1602316838000,13568
1602320439000,14216
1602324091000,14918
1602327684000,15542
1602331237000,15983
1602334890000,16334
1602338436000,16734
1602342022000,16947
1602345629000,17057
1602349254000,17436
1602352825000,17472
1602356488000,17560
1602360062000,17550
1602363655000,17427
1602367214000,16920
1602370862000,16230
1602374489000,15707
1602378016000,14983
1602381696000,14430
1602385221000,14037
1602388839000,13619
1602392439000,13388
1602396059000,13128
1602399618000,13394
1602403261000,13803
1602406833000,14560
1602410442000,15463
1602414028000,15981
1602417633000,16382
1602421231000,17046
1602424860000,17996
1602428414000,17720
1602432061000,17777
1602435661000,18477
1602439278000,18305
1602442873000,18174
1602446421000,17989
1602450062000,17795
1602453654000,16470
1602457288000,15519
1602460882000,15228
1602464436000,14519
1602468048000,13965
1602471636000,13499
1602475277000,13082
1602478818000,12870
1602482433000,12722
1602486033000,12955
1602489639000,13009
1602493243000,13488
1602496848000,13911
1602500446000,14304
1602504066000,14603
1602507658000,15143
1602511225000,15752
1602514860000,16384
1602518433000,17014
1602522018000,17649
1602525620000,17992
1602529213000,17959
1602532840000,17573
1602536455000,16944
1602540061000,16286
1602543636000,15380
1602547261000,14776
1602550855000,14288
1602554486000,13834
1602558046000,13448
1602561657000,13055
1602565292000,12726
1602568823000,12574
1602572425000,12731
1602576074000,13033
1602579618000,13408
1602583254000,13824
1602586875000,14041
1602590424000,14297
1602594045000,14885
1602597637000,15635
1602601237000,16139
1602604824000,16798
1602608486000,17422
1602612084000,17710
1602615619000,17711
1602619261000,17470
1602622870000,16610
1602626446000,15793
1602630045000,0
1602633629000,14710
1602637243000,14119
1602640861000,13567
1602644422000,13236
1602648037000,12607
1602651625000,12146
1602655215000,11700
1602658850000,11413
1602662438000,9183
1602666022000,5274
1602669622000,4526
1602673241000,3973
1602676819000,3715
1602680414000,6873
1602684047000,11596
1602687673000,13247
1602691224000,14581
1602694821000,15988
1602698486000,16346
1602702058000,16589
1602705655000,16527
1602709305000,16242
1602712839000,15578
1602716497000,14783
1602720028000,14686
1602723653000,14002
1602727218000,13554
1602730845000,13180
1602734461000,12826
1602738030000,12586
1602741647000,12402
1602745242000,12528
1602748836000,12820
1602752414000,12988
1602756055000,13565
1602759677000,13898
1602763214000,14260
1602766834000,14653
1602770455000,15273
1602774098000,15817
1602777629000,16526
1602781283000,17068
1602784852000,17309
1602788434000,17282
1602792037000,17080
1602795688000,16534
1602799252000,15634
1602802815000,14771
1602806440000,14242
1602810057000,13914
